family,parameter_name,parameter_value,mean_x,mean_k,delta_x,delta_k,delta_p,uncertainty_product,ratio_to_hbar_over_2,C,D,S_balance,pass_fail
boundary_softness_sweep,softness,3.88625,-3.469446951953614e-16,-2.0097795859253634e-13,3.1975474052318233,0.15706963535305704,0.15706963535305704,0.5022376049638763,1.0044752099277525,0.3127396949185142,0.15706963535305704,0.668652686239455,PASS
boundary_softness_sweep,softness,4.01,0.0,-2.1137878245361272e-13,3.2049796361288934,0.1567728186179515,0.1567728186179515,0.5024536911690632,1.0049073823381265,0.3120144629709814,0.1567728186179515,0.6688441635478797,PASS
boundary_softness_sweep,softness,4.13375,-3.469446951953614e-16,-2.209564693491579e-13,3.212561659409688,0.15646850972829454,0.15646850972829454,0.5026647352580909,1.0053294705161817,0.3112780721486416,0.15646850972829454,0.6690311198025036,PASS
boundary_softness_sweep,softness,4.257499999999999,0.0,-2.298086795971163e-13,3.2202574072194436,0.15615791165234397,0.15615791165234397,0.5028686716943801,1.0057373433887602,0.31053418206811834,0.15615791165234397,0.6692117297622115,PASS
boundary_softness_sweep,softness,4.38125,1.734723475976807e-16,-2.378377528795435e-13,3.2280353399360644,0.15584215405784593,0.15584215405784593,0.5030639807504872,1.0061279615009744,0.30978595172985207,0.15584215405784593,0.6693846532067679,PASS
boundary_softness_sweep,softness,4.505,0.0,-2.451413495143838e-13,3.235867928297924,0.15552228873004914,0.15552228873004914,0.5032495862370557,1.0064991724741115,0.3090360985547682,0.15552228873004914,0.6695489436287576,PASS
boundary_softness_sweep,softness,4.62875,-1.734723475976807e-16,-2.51628784920689e-13,3.2437311904591324,0.15519928768298874,0.15519928768298874,0.5034247701943504,1.0068495403887008,0.3082869514406794,0.15519928768298874,0.669703972124805,PASS
boundary_softness_sweep,softness,4.7524999999999995,-1.734723475976807e-16,-2.5743259810138354e-13,3.2516042793535154,0.15487404331098364,0.15487404331098364,0.5035891019907761,1.0071782039815522,0.3075404981932527,0.15487404331098364,0.6698493641975135,PASS
boundary_softness_sweep,softness,4.87625,1.734723475976807e-16,-2.6254581331947137e-13,3.2594691157484434,0.15454737005108365,0.15454737005108365,0.5037423796016531,1.0074847592033063,0.30679842774643745,0.15454737005108365,0.6699849474691761,PASS
boundary_softness_sweep,softness,5.0,1.734723475976807e-16,-2.669823820489446e-13,3.26731006252287,0.1542200071318502,0.1542200071318502,0.503884581144243,1.007769162288486,0.3060621676130544,0.1542200071318502,0.6701107085777815,PASS
overlap_separation_sweep,separation_d,0.0,0.0,-1.395147399205417e-17,1.9999999999999998,0.25,0.25,0.49999999999999994,0.9999999999999999,0.4999999999997501,0.25,0.6666666666673333,PASS
overlap_separation_sweep,separation_d,0.5,0.0,-1.395147399205417e-17,2.0078276992041975,0.24902535230159117,0.24902535230159117,0.5000000001552185,1.000000000310437,0.4980507044483209,0.24902535230159117,0.6666666668053063,PASS
overlap_separation_sweep,separation_d,1.0,0.0,-2.790294798410834e-17,2.0314903312764745,0.24612474498684733,0.24612474498684733,0.5000000397286682,1.0000000794573365,0.49224945086062205,0.24612474498684733,0.6666667019817079,PASS
